Id,SalePrice
2658,11.891894521780102
2718,11.979663877406328
2414,12.288901103842338
1989,11.5380379738726
625,12.061958235520963
333,11.455737992583424
1327,11.615320978918025
858,11.965985627230756
95,12.113923884687788
1568,12.02870450281848
2482,11.926785796523069
1364,11.741135940325515
2584,11.849432774989538
818,12.675060924578945
2673,11.365440067830711
2089,11.59779993306974
1297,11.99279246273309
790,11.632643316117496
2616,12.20804349980014
720,11.946557269669782
222,11.931857452130076
557,11.78744854185143
1148,12.133544326786172
2766,12.02911678201269
534,12.056847015635013
1452,11.77084433593428
630,11.664541231340767
2648,11.558790244413437
125,12.041130908774216
1904,11.22486570311555
1670,11.63260516286735
756,11.543548352205306
717,12.044806744978624
1032,11.913217195175662
852,12.291512302563548
1731,12.063581485741455
2639,11.62084133163696
2071,11.457980756628446
1267,11.772538023877033
1851,12.11299106163508
567,11.966425341656807
2439,12.241945201217543
1898,11.917097569896393
647,11.979464999631068
2256,12.232813397217662
979,11.42676647005816
1444,12.292756055803416
2485,11.788384364397716
157,11.858717335888146
88,11.728370440444708
2003,11.596372874352154
186,12.101119272350372
1425,12.381718885849429
2695,11.753482789912532
738,11.624302980133443
395,11.96642613661089
1353,11.989261921218954
1878,11.848620774860084
390,11.90372278572552
1456,12.34246165769568
1103,12.627322457709633
1387,11.722284577017872
2070,11.88406533321435
1199,12.06703939425832
2479,12.024149375825703
501,12.628575615821171
2362,11.461708772203133
1718,12.124084189514928
2188,11.44522779857238
1483,11.91743798804772
2557,11.502192947472867
437,12.825146445519987
2224,12.28456101770065
1628,12.030532232391717
397,11.88304508631141
587,12.122844364298604
971,11.829868140970158
2611,11.843849160012022
1887,11.636871840420993
2399,12.821563533139548
2148,12.196055495962948
304,11.541445036246508
1997,11.735151021639858
2817,11.683131048084165
1431,12.28425629719519
427,12.761189711506983
263,11.772630529170318
598,11.995908423231812
2895,12.377926229112925
687,11.803741827857055
1822,11.768358445520708
2191,11.661428430776168
179,11.679016325483024
1009,12.184118534674562
2010,11.803840545590386
1991,11.797144079744623
1411,12.10837593289051
1721,12.321549341588984
1144,12.157942234475865
593,12.237746156083693
575,12.754308051754414
1249,12.03111468846878
1604,11.763223437049527
1064,13.224649340748238
1923,11.947376773001483
1988,11.633527913872577
2325,12.05416217394498
114,12.212626179601953
2700,12.077869128666718
217,11.700166566672072
343,12.000376728103463
386,12.292651267395668
2005,11.833392343957499
2908,11.861535669509221
1814,12.297967771893084
2446,13.382620168030346
208,11.746385823700221
1679,11.587743656680718
822,12.671563254547397
6,12.195945913249744
1781,12.886740644280794
2397,12.55418466115658
2340,12.604278765045473
1618,12.11188767028542
2843,11.770510587524589
1061,12.862112157992884
2786,11.757611612577682
1935,11.811875389585694
1341,11.636073889627088
521,12.467695076635092
2136,11.834881793993453
996,12.268692970835476
227,11.873419142844575
135,12.14447508409009
1167,12.031860385569994
294,12.363994651271222
1776,12.245968103618345
540,11.958804967094927
1717,12.147780813421068
2303,11.84334796637381
116,12.035442236445796
127,11.83258681735958
1371,11.828905362959025
1014,11.990312437366592
1507,11.638313227214077
702,11.602962751082744
750,11.898497977616271
261,11.956101878547091
1559,11.239906230727692
577,12.233592381581412
2812,12.164893892841864
2080,11.931817856242489
1368,11.592369592600836
2376,11.720250117952396
659,11.590234575024457
1235,11.830491488014019
332,11.300321991370007
1917,11.841975647614465
2094,12.414793629537504
1460,12.492508046128311
1471,12.295401473726942
1509,11.715771331170336
1922,11.83753699899128
433,13.233157388918032
460,12.407495027901614
1116,12.406261885066092
1137,11.958890738295988
53,12.037721645467453
2354,12.456186842971274
1475,12.188552417730014
1761,13.584813951699456
842,11.859151954651285
2739,12.10878732001779
2509,11.935084509909885
1007,12.228280994896439
2610,12.091791927681998
1952,11.444199227442363
2719,11.976155184639603
2921,11.304140850255639
1966,11.851257266975908
292,11.566687777484908
1204,12.124537543368122
1829,12.484470555893125
2419,12.132191941480526
391,11.885476055771493
798,11.564046488878178
481,12.168751236706933
193,12.214353936097393
555,11.671019036182697
899,10.66338869395364
2357,12.145878724277615
328,11.728564621431708
1356,11.646888622813623
1154,11.644703810640108
1730,12.073647619390508
2249,12.014595718003083
1119,12.501798625921866
2856,11.78340013648165
1394,11.825545943985606
2587,11.773335659346683
61,12.743320542784012
2661,12.088004905506283
2711,11.824916714145003
1147,11.990729391210415
757,11.67016612866286
2623,11.583494426589034
2378,11.87967437342385
1413,11.83230727245494
1722,12.279727048473328
1112,12.30085164018967
1623,12.171450700557402
1201,12.115038264036826
1513,11.622007622768068
957,13.472600377081388
1171,12.448290158234938
1145,12.194208300539643
2726,12.349664511145553
703,11.865586990310199
760,11.497261821479254
1964,11.90954934933367
2512,12.087551775395344
159,11.808421752325954
1281,11.98059340378032
468,12.042641468779223
290,11.735988164869921
665,11.456365333452192
1463,12.45537590894877
1792,12.304919748725107
923,11.9574948789549
500,12.474729501748115
1408,12.0565614170115
331,11.393520357428176
170,11.691099354855778
2192,11.517898137303098
2571,12.635028060439057
2314,12.085099932343356
2647,11.455354506116167
422,13.096092054598836
2457,12.79055741717604
1838,12.194954113370434
2805,12.41329977583721
1645,11.954181396085911
1711,12.620629084566641
2825,12.317970343516683
322,12.934799228428265
2103,12.434842324290749
342,11.740374245682965
