Id,SalePrice
2658,98191.00069678995
2718,156165.86561802233
2414,196559.6066122014
1989,104065.88888844811
625,169580.27248779847
333,93452.88386462221
1327,114960.67515059919
858,153049.347134413
95,176212.203985414
1568,183951.68376263234
2482,146704.34516557146
1364,126901.52106873234
2584,150744.82995845343
818,282448.23527559015
2673,80458.05182886272
2089,119073.75190059323
1297,141737.1690859186
790,123187.1345604738
2616,200664.37106060507
720,139680.84333506404
222,153827.12179784922
557,122011.12809898701
1148,211062.50737108965
2766,172690.98565050343
534,174168.62999014437
1452,124033.34612684861
630,107676.54055965945
2648,105361.04992890597
125,154173.9932510997
1904,81623.20567675646
1670,118012.1865725602
756,106666.74962460989
717,137371.114308338
1032,156930.86380324856
852,213764.16305671132
1731,174481.58382477504
2639,107892.25642640171
2071,98895.51850972729
1267,124351.40546856902
1851,179116.68568862375
567,164626.19108586205
2439,208666.75347539852
1898,151853.46843308085
647,155998.76485571376
2256,221049.5095707922
979,98520.9820240585
1444,216667.6173659448
2485,127251.42179988378
157,134743.23307285324
88,134577.22065225014
2003,115669.99649293793
186,194575.24716906075
1425,247182.97623791255
2695,133926.00361299212
738,110019.1261171933
395,159223.96142874323
1353,153641.81044031365
1878,141084.2998209895
390,163412.75222933828
1456,233700.72985179577
1103,344869.88218310423
1387,137546.6341718525
2070,151033.70316483564
1199,161783.84670895105
2479,168489.22370377174
501,283968.1876718863
2362,106533.88039292
1718,195568.61618756293
2188,95151.76086404147
1483,154372.25138182854
2557,98344.28774893995
437,363506.11071150226
2224,204484.8216466845
1628,163092.4909954748
397,142218.82247168268
587,187419.21530292174
971,125424.45318370535
2611,141226.62684374794
1887,108063.51634850513
2399,379471.33007739065
2148,196155.3234721992
304,117269.46589381763
1997,130348.59607532386
2817,121070.55319574304
1431,218374.68008900035
427,363639.0541164095
263,129847.25688129671
598,171912.924086795
2895,241332.1290803148
687,152025.28140797923
1822,131143.603224878
2191,101862.27586659408
179,113842.57631941231
1009,190027.56296635835
2010,129259.81421332949
1991,132778.29672209633
1411,183606.65513812614
1721,216857.6862742293
1144,185270.02963551483
593,206610.61923408744
575,321815.0353956098
1249,168751.81316644573
1604,136120.18516674286
1064,533214.359894372
1923,150758.69407781886
1988,111337.9466041149
2325,168260.59787410655
114,190501.88248913418
2700,162671.53012113858
217,104819.14482606295
343,168868.8508070439
386,217230.71311139697
2005,120865.81735476629
2908,140629.28737543107
1814,236846.87789782748
2446,546586.5247963879
208,139981.64919383777
1679,106721.9066851538
822,350313.9780250444
6,204108.6737382824
1781,418765.94144261855
2397,294910.43825504
2340,293542.2342632037
