Id,SalePrice
2658,146447.08301820906
2718,163889.75214007232
2414,213389.08187943354
1989,103285.04517042656
625,175106.57314385113
333,95057.5229428579
1327,110533.44357821712
858,158378.06873414418
95,184934.22932753369
1568,168653.09657314818
2482,152848.8686283395
1364,124654.50502822883
2584,143749.54684146744
818,319021.9582250248
2673,94475.33601510817
2089,113127.66114327425
1297,155154.26988200966
790,113024.24154932349
2616,199379.75908832203
720,160105.9174627005
222,153169.79210141007
557,129302.5270744498
1148,187698.741785735
2766,163173.3316857973
534,176040.00231351488
1452,127462.8885318423
630,116322.1720683513
2648,104940.46239563734
125,167483.08509135633
1904,72894.76829634458
1670,113581.50565706863
756,101492.96476411162
717,172092.4094708024
1032,152171.12949677027
852,219002.6427085261
1731,174593.7917256658
2639,112852.49033234351
2071,96334.06801493955
1267,125743.48784652616
1851,180462.5225172319
567,159247.830308656
2439,204462.41852642232
1898,147912.41298183563
647,157752.02362054735
2256,206408.44865211632
979,93895.04665383635
1444,217493.35492955218
2485,123329.34949866169
157,138966.9191051703
88,122839.633765623
2003,108916.44573163522
186,181859.84649948278
1425,237465.1812363169
2695,126196.43970163808
738,107309.9871581365
395,160170.53812459199
1353,159718.3715320028
1878,139518.47042378702
390,149904.92526448585
1456,229587.34841999863
1103,302770.0528848067
1387,120731.924021115
2070,142601.30071230247
1199,175234.98641576376
2479,167390.88828551263
501,299584.06562632555
2362,95709.59759459936
1718,185212.19692713162
2188,88514.2345140366
1483,148611.84789712104
2557,96315.1411343669
437,373818.87732857635
2224,214223.32666444432
1628,165503.74126916684
397,145247.1218488568
587,186988.62278418074
971,134731.6954841876
2611,141808.31076990743
1887,111699.62681232241
2399,362415.25832675135
2148,196361.61933845293
304,104021.66586566984
1997,127598.48643357627
2817,115302.26115027395
1431,209085.82056439665
427,353513.238707334
263,127649.05999615353
598,164402.2261312031
2895,236681.1478689004
687,136390.05683111533
1822,130397.68151577323
2191,112722.430125157
179,118780.25176094139
1009,193219.79058459162
2010,129035.70220147356
1991,137498.76104982
1411,177312.57249723014
1721,224840.61226739667
1144,188180.85118521133
593,210901.19399776118
575,335531.76880557893
1249,166279.00747996135
1604,126788.81257050463
1064,549216.9400908441
1923,155078.7201299031
1988,114966.91468137412
2325,169981.06417273614
114,203094.6147029172
2700,178565.34367173276
217,123486.23898014224
343,164536.04680895281
386,220634.77233263978
2005,130960.86046439034
2908,142532.25687873276
1814,221818.11676090272
2446,639116.6953028336
208,126416.86670558374
1679,108480.51824246426
822,321578.150599012
6,198852.46347076612
1781,393313.3143772542
2397,280103.60124120745
2340,296346.7159828274
1618,183350.19144244093
2843,127853.46131527526
1061,382013.0698380165
2786,127306.377700241
1935,133421.39268615766
1341,113574.13431032466
521,258915.23820100745
2136,137241.60441929422
996,210900.38756729255
227,145442.4987626165
135,185616.22878284307
1167,167355.76097412474
294,236552.53310988992
1776,204584.43081395785
540,159019.83507168878
1717,191024.62455618876
2303,137296.60755700307
116,172328.0030371435
127,136855.6659931406
1371,133493.3632370701
1014,156112.54434477637
1507,113330.14287281326
702,109832.74014046967
750,146296.4850296235
261,158203.0074100879
1559,77239.85558254061
577,212267.9624095884
2812,192500.85008090283
2080,153765.97312610003
1368,106443.6096958218
2376,122884.87192455782
659,108160.65399206679
1235,135681.69852738248
332,82005.16615856769
1917,138110.16262183597
2094,249765.93369566798
1460,262782.17074413097
1471,215838.03563616474
1509,121698.7274661507
1922,139325.83551127615
433,560826.3992650791
460,246617.90209215737
1116,244100.77359682415
1137,157388.28141997554
53,170229.30163735404
2354,258892.96050728898
1475,196564.0770686842
1761,811887.6562923964
842,139775.3311928677
2739,183083.70989132376
2509,154403.35552194229
1007,199509.51139972542
2610,180430.61507262135
1952,93337.36071088356
2719,162871.36821420208
2921,83092.91031096672
1966,140586.6658907249
292,105039.89416593846
1204,183179.70192554043
1829,268283.0866098499
2419,183732.9015741052
391,145879.33768308343
798,106439.32588712631
481,191928.94353176557
193,200001.14212782748
555,119061.16657173295
899,44149.684978456964
