Id,SalePrice
2658,133104.29969028325
2718,127250.9653745665
2414,222519.78855988526
1989,142880.1591657458
625,165988.5357243804
333,92925.30638110553
1327,108254.9640128014
858,140377.79004808448
95,194608.21159442145
1568,155192.83686808575
2482,166275.95012112785
1364,138744.95337609225
2584,161115.65633279958
818,215565.3745967521
2673,158496.70872985868
2089,133228.6123569782
1297,167730.94457393506
790,127231.7406800889
2616,152345.40123053335
720,221542.83869636376
222,138324.8204864087
557,147495.74616304753
1148,189651.04474080523
2766,218237.75049257386
534,207278.1273373811
1452,126993.51136983016
630,128728.0985968585
2648,112493.67374280699
125,162292.6837483464
1904,47556.10155156496
1670,117222.33347944258
756,90666.2054768782
717,211615.17482398613
1032,154393.41470659108
852,224132.1957058353
1731,212244.55240398308
2639,79416.48063691714
2071,100598.73777167343
1267,132441.97562815744
1851,204116.63110053007
567,207528.73792485308
2439,205320.5403030929
1898,162669.69808551474
647,145662.06945429524
2256,199210.549754252
979,115490.30868404488
1444,223254.64911047003
2485,146432.21899267493
157,131826.260471565
88,115927.86195674675
2003,95498.1889251167
186,217206.38714325023
1425,255341.5653134839
2695,130185.00004621428
738,110170.46429692084
395,166858.03289745803
1353,166759.4361876538
1878,123536.50760089225
390,192710.44569938144
1456,221115.2878953688
1103,339919.070251185
1387,123627.73844968586
2070,145689.81522750127
1199,207810.28423807226
2479,161124.14345429782
501,319080.8449829146
2362,81775.35252278781
1718,247076.5892356961
2188,72154.80076504829
1483,158783.3582876866
2557,100730.5230381839
437,336779.3768539042
2224,226842.3098395916
1628,181103.0306213576
397,130767.08929766227
587,181488.77444568844
971,179602.2419080091
2611,138559.52512462935
1887,128470.12706191176
2399,341055.7574569529
2148,211501.17622142466
304,150496.9254773413
1997,112310.52074320916
2817,116365.94834988352
1431,224922.71318689032
427,382862.03962065844
263,133155.86580990118
598,192260.84510357075
2895,269091.16852507985
687,178142.60275767164
1822,128299.0670824084
2191,116910.76423587682
179,132826.84427976192
1009,300027.50004650623
2010,123582.36294471828
1991,132752.7713747206
1411,137329.52929784893
1721,296783.38961214456
1144,193736.83466117375
593,236782.8195297733
575,291584.4498816185
1249,180065.83856483444
1604,111660.43608875187
1064,358509.94975152466
1923,162453.25423818734
1988,102116.75345663806
2325,175919.8121676118
114,198978.90070359773
2700,177575.31995643408
217,87617.90239674514
343,174962.31077829035
386,236797.7627341148
2005,119649.23169892668
2908,157407.51617334562
1814,222286.3338676802
2446,421743.5067639096
208,135053.78263652587
